TOPIC,PROBLEM LINK,SOLUTION
Graph,Check whether a graph is Bipartite or Not,"1. Problem Summary: The problem is to determine whether a given graph is bipartite. A bipartite graph is one where its vertices can be divided into two disjoint and independent sets such that no two graph vertices within the same set are adjacent.

2. Approach: To check if a graph is bipartite, we can use a coloring method with two colors. We start by assigning a color to a starting vertex and then use Breadth-First Search (BFS) or Depth-First Search (DFS) to color the graph. Each neighboring vertex should get the opposite color of its parent. If we find a vertex that needs to be colored with the same color as its adjacent vertex, the graph is not bipartite. This approach intuitively checks for odd-length cycles, which are indicators that a graph is not bipartite.

3. Pseudo-code:
```cpp
#include<bits/stdc++.h>
using namespace std;

bool isBipartite(vector<vector<int>>& graph) {
    int n = graph.size();
    vector<int> colors(n, 0); // 0: uncolored, 1: red, -1: blue

    for (int start = 0; start < n; ++start) {
        if (colors[start] == 0) { // uncolored
            queue<int> q;
            q.push(start);
            colors[start] = 1; // start coloring with red

            while (!q.empty()) {
                int node = q.front();
                q.pop();

                for (int neighbor : graph[node]) {
                    if (colors[neighbor] == 0) { // if uncolored, color with opposite color
                        colors[neighbor] = -colors[node];
                        q.push(neighbor);
                    } else if (colors[neighbor] == colors[node]) { // if same color as parent, not bipartite
                        return false;
                    }
                }
            }
        }
    }
    return true;
}
```

4. Time Complexity and Space Complexity: The time complexity is O(V + E), where V is the number of vertices and E is the number of edges, due to the BFS traversal. The space complexity is O(V) for storing colors and the BFS queue."
Graph,Detect Negative cycle in a graph,"1. Problem Summary: The problem involves detecting a negative cycle in a weighted graph. A negative cycle is a cycle in which the sum of the edges' weights is negative, which can affect shortest path calculations.

2. Approach: The Bellman-Ford algorithm is typically used to detect negative cycles in graphs. It works by attempting to relax all the edges in the graph `V-1` times (`V` being the number of vertices). After these iterations, if any edge can still be relaxed (i.e., the distance to a vertex can still be reduced), it indicates the presence of a negative cycle. The algorithm initializes distances to all vertices as infinity except the source vertex, which is set to zero. By iteratively updating the distances for each edge, if we can update any distance on the `V`th iteration, a negative cycle exists.

3. Pseudo-code:
```cpp
#include<bits/stdc++.h>
using namespace std;

bool hasNegativeCycle(int V, vector<vector<int>>& edges) {
    vector<int> dist(V, INT_MAX);
    int u, v, w;
    dist[0] = 0; // assuming 0 as the starting vertex

    for (int i = 0; i < V - 1; i++) {
        for (auto &edge : edges) {
            u = edge[0], v = edge[1], w = edge[2];
            if (dist[u] != INT_MAX && dist[u] + w < dist[v])
                dist[v] = dist[u] + w;
        }
    }

    for (auto &edge : edges) {
        u = edge[0], v = edge[1], w = edge[2];
        if (dist[u] != INT_MAX && dist[u] + w < dist[v])
            return true; // Negative cycle found
    }

    return false; // No negative cycle
}
```

4. Time Complexity and Space Complexity: The time complexity is O(V*E) where V is the number of vertices and E is the number of edges; the space complexity is O(V), needed for the distance array."
Graph,Longest path in a Directed Acyclic Graph,"1. Problem Summary: 
   The problem is to find the longest path in a Directed Acyclic Graph (DAG). Given a DAG, the task is to determine the maximum length of any path, which is defined as the sum of weights (or the number of edges in an unweighted graph) from a starting node to an ending node.

2. Approach: 
   The optimal approach to solve this problem uses topological sorting followed by dynamic programming. First, perform a topological sort on the graph to order the nodes such that for every directed edge UV from vertex U to vertex V, U comes before V in the ordering. Once the nodes are topologically sorted, initialize a distance array where each element is set to negative infinity (or zero for the starting node). Then, iterate through each node in the sorted order, and for each node, update the distances of its adjacent nodes if a longer path through the current node is found. This dynamic programming update ensures that the longest path to each node is calculated using previously computed longest paths.

3. Pseudo-code:
   ```cpp
   #include <bits/stdc++.h>
   using namespace std;

   void longestPathInDAG(vector<vector<pair<int, int>>> &graph, int V, int start) {
       vector<int> topoSort;
       vector<bool> visited(V, false);
       vector<int> dist(V, INT_MIN);
       stack<int> stack;

       // Function to perform DFS and topological sorting
       auto dfs = [&](int node, auto& dfs) -> void {
           visited[node] = true;
           for (auto &adj : graph[node]) {
               if (!visited[adj.first])
                   dfs(adj.first, dfs);
           }
           stack.push(node);
       };

       // Topological Sort
       for (int i = 0; i < V; i++) {
           if (!visited[i])
               dfs(i, dfs);
       }

       // Prepare for longest path calculation
       dist[start] = 0;
       while (!stack.empty()) {
           int u = stack.top();
           stack.pop();
           if (dist[u] != INT_MIN) {
               for (auto i : graph[u]) {
                   int v = i.first;
                   int weight = i.second;
                   if (dist[v] < dist[u] + weight) {
                       dist[v] = dist[u] + weight;
                   }
               }
           }
       }

       // Output the distances
       for (int i = 0; i < V; i++)
           (dist[i] == INT_MIN) ? cout << ""INF "" : cout << dist[i] << "" "";
   }
   ```

4. Time Complexity and Space Complexity:
   The time complexity of this algorithm is O(V + E) due to the DFS for topological sorting and the single pass for updating distances, where V is the number of vertices and E is the number of edges. The space complexity is O(V) due to the storage of the topological sort, distance array, and visited array."
Graph,Journey to the Moon,"1. Problem Summary:
   The ""Journey to the Moon"" problem involves determining the number of valid astronaut pairs that can be formed from different countries, given that astronauts from the same country cannot be paired together. Astronauts are represented in pairs indicating they are from the same country.

2. Approach:
   The problem can be visualized as a graph where each astronaut is a node and each pair is an edge connecting two nodes. The goal is to find all connected components of the graph, where each component represents a country. Once the components are identified, calculate the size of each component. Using these sizes, compute the total number of valid pairs by subtracting the sum of pairs within each country from the total pairs possible if there were no country restrictions. To find connected components efficiently, use Depth First Search (DFS) or Breadth First Search (BFS).

3. Pseudo-code:
   ```cpp
   #include <bits/stdc++.h>
   using namespace std;

   void dfs(int node, vector<int>& visited, vector<vector<int>>& adj, int& size) {
       visited[node] = 1;
       size++;
       for (int neighbor : adj[node]) {
           if (!visited[neighbor]) {
               dfs(neighbor, visited, adj, size);
           }
       }
   }

   int main() {
       int n, p;
       cin >> n >> p;
       vector<vector<int>> adj(n);
       for (int i = 0; i < p; i++) {
           int a, b;
           cin >> a >> b;
           adj[a].push_back(b);
           adj[b].push_back(a);
       }

       vector<int> visited(n, 0);
       vector<int> component_sizes;
       for (int i = 0; i < n; i++) {
           if (!visited[i]) {
               int size = 0;
               dfs(i, visited, adj, size);
               component_sizes.push_back(size);
           }
       }

       long long total_pairs = 0;
       long long sum_pairs = 0;
       for (int size : component_sizes) {
           total_pairs += size * (n - size);
       }
       cout << total_pairs / 2 << endl; // Divide by 2 to adjust for double counting
       return 0;
   }
   ```

4. Time Complexity and Space Complexity:
   The time complexity is O(V + E) where V is the number of astronauts and E is the number of pairs, due to the DFS traversal of the graph. The space complexity is O(V + E) to store the adjacency list and the visited array."
Graph,Cheapest Flights Within K Stops,"1. Problem Summary: Given a list of flights where each flight is represented as a tuple (from, to, price), and an origin city src, a destination city dst, and an integer K, the problem is to find the cheapest price from src to dst with at most K stops.

2. Approach: The optimal algorithm to solve this problem uses a Breadth-First Search (BFS) approach with modifications to handle the ""K stops"" constraint. We use a queue to manage the current city, cost to reach it, and the number of stops used so far. For each city dequeued, we explore all possible next cities based on the flights available. To ensure we do not process more than K stops, we check the stops count before enqueueing a new city. We also maintain a visited array that keeps track of the minimum cost to reach each city with a given number of stops, which helps in pruning suboptimal paths.

3. Pseudo-code:
```cpp
#include<bits/stdc++.h>
using namespace std;

int findCheapestPrice(int n, vector<vector<int>>& flights, int src, int dst, int K) {
    vector<vector<pair<int, int>>> graph(n);
    for (auto& flight : flights) {
        graph[flight[0]].emplace_back(flight[1], flight[2]);
    }
    queue<tuple<int, int, int>> q; // city, cost, stops
    q.push({src, 0, 0});
    vector<vector<int>> visited(n, vector<int>(K+2, INT_MAX));
    visited[src][0] = 0;

    while (!q.empty()) {
        auto [city, cost, stops] = q.front();
        q.pop();
        if (stops > K + 1) continue;
        for (auto& [next, price] : graph[city]) {
            int nextCost = cost + price;
            if (nextCost < visited[next][stops+1]) {
                visited[next][stops+1] = nextCost;
                q.push({next, nextCost, stops+1});
            }
        }
    }
    int cheapest = INT_MAX;
    for (int i = 0; i <= K + 1; i++) {
        cheapest = min(cheapest, visited[dst][i]);
    }
    return cheapest == INT_MAX ? -1 : cheapest;
}
```

4. Time Complexity and Space Complexity: The time complexity is O(V * E * K) where V is the number of vertices, E is the number of edges, and K is the maximum number of stops. The space complexity is O(V * K) due to the storage of the visited array."
Graph,Oliver and the Game,"1. Problem Summary: In the ""Oliver and the Game"" problem, you are given a tree and a series of queries. Each query asks whether Oliver can move from node X to node Y following specific movement rules: either only moving towards children or only moving towards the parent.

2. Approach: The solution involves using Depth First Search (DFS) to preprocess the tree and assign entry and exit times to each node. These times help in determining the ancestor-descendant relationship between any two nodes efficiently. When Oliver moves towards a child, you check if Y's entry and exit times are within the range of X's entry and exit times. For moving towards the parent, the reverse should hold. This preprocessing allows each query to be answered in constant time, making the approach efficient.

3. Pseudo-code:
```cpp
#include <bits/stdc++.h>
using namespace std;

vector<int> adj[100001]; // Adjacency list for the tree
int entry[100001], exit[100001], timer = 0;

void dfs(int node, int parent) {
    entry[node] = ++timer;
    for (int child : adj[node]) {
        if (child != parent) {
            dfs(child, node);
        }
    }
    exit[node] = timer;
}

bool check(int x, int y) {
    return (entry[x] <= entry[y] && exit[y] <= exit[x]);
}

int main() {
    int n, queries, x, y, type;
    cin >> n;
    for (int i = 1; i < n; i++) {
        int u, v;
        cin >> u >> v;
        adj[u].push_back(v);
        adj[v].push_back(u);
    }
    dfs(1, -1); // Assuming 1 is the root of the tree
    cin >> queries;
    while (queries--) {
        cin >> type >> x >> y;
        if (type == 0) { // Move towards parent
            cout << (check(y, x) ? ""YES"" : ""NO"") << endl;
        } else { // Move towards child
            cout << (check(x, y) ? ""YES"" : ""NO"") << endl;
        }
    }
    return 0;
}
```

4. Time Complexity and Space Complexity: The time complexity is O(N + Q) due to the DFS traversal and constant-time query processing. The space complexity is O(N) for storing the tree and DFS recursion stack."
Graph,Water Jug problem using BFS,"1. Problem Summary: The Water Jug problem involves two jugs with capacities X and Y and the goal is to measure Z liters of water using these jugs. The challenge is to determine whether it is possible to obtain exactly Z liters, and if so, how to achieve it.

2. Approach: The solution to this problem can be efficiently approached using Breadth-First Search (BFS). Each state in the BFS represents a specific amount of water in both jugs `(a, b)`. From each state, we explore all possible states that can be reached by filling either jug, emptying either jug, or pouring water from one jug to the other until either is empty or full. Each state is checked only once by keeping track of visited states to avoid redundant processing. The BFS continues until the solution is found (one of the jugs measures exactly Z liters) or all possible states are explored.

3. Pseudo-code:
```cpp
#include<bits/stdc++.h>
using namespace std;

bool canMeasureWater(int x, int y, int z) {
    if (x + y < z) return false;
    vector<vector<bool>> visited(x + 1, vector<bool>(y + 1, false));
    queue<pair<int, int>> q;
    q.push({0, 0});

    auto add_to_queue = [&](int new_x, int new_y) {
        if (!visited[new_x][new_y]) {
            visited[new_x][new_y] = true;
            q.push({new_x, new_y});
        }
    };

    while (!q.empty()) {
        auto [a, b] = q.front(); q.pop();
        if (a == z || b == z || a + b == z) return true;
        vector<pair<int, int>> next_states = {
            {x, b}, {a, y}, // Fill either jug
            {0, b}, {a, 0}, // Empty either jug
            {min(a + b, x), a + b < x ? 0 : b - (x - a)}, // Pour from B to A
            {a + b < y ? 0 : a - (y - b), min(a + b, y)}  // Pour from A to B
        };
        for (auto &[new_a, new_b] : next_states) {
            add_to_queue(new_a, new_b);
        }
    }
    return false;
}
```

4. Time Complexity and Space Complexity: The time and space complexity are both O(X*Y), where X and Y are the capacities of the two jugs. Each state `(a, b)` is processed once and stored in the queue and visited array."
Graph,Water Jug problem using BFS,"1. Problem Summary: The Water Jug problem involves two jugs with capacities `x` and `y` liters and a target of `z` liters. The challenge is to determine if it is possible to measure exactly `z` liters using these two jugs and a series of operations including fill, empty, and pour from one jug to another.

2. Approach: Use Breadth-First Search (BFS) to explore all possible states `(a, b)` where `a` and `b` are the current amounts of water in the two jugs, respectively. Start from the initial state `(0, 0)` and apply all possible operations to generate new states. For each state, check if it can lead to the target volume `z`. Each state is pushed into a queue and marked as visited to avoid repetition. The BFS ensures that we explore the shortest path (minimum steps) to reach the target state.

3. Pseudo-code:
```cpp
#include<bits/stdc++.h>
using namespace std;

bool canMeasureWater(int x, int y, int z) {
    if (z > x + y) return false;
    queue<pair<int, int>> q;
    set<pair<int, int>> visited;
    q.push({0, 0});
    visited.insert({0, 0});
    
    while (!q.empty()) {
        auto [a, b] = q.front();
        q.pop();
        if (a == z || b == z || a + b == z) 
            return true;
        
        vector<pair<int, int>> nextStates = {
            {x, b}, {a, y}, {0, b}, {a, 0},
            {a - min(a, y-b), b + min(a, y-b)}, // pour from jug 1 to jug 2
            {a + min(b, x-a), b - min(b, x-a)}  // pour from jug 2 to jug 1
        };
        
        for (auto& state : nextStates) {
            if (visited.find(state) == visited.end()) {
                visited.insert(state);
                q.push(state);
            }
        }
    }
    return false;
}
```

4. Time Complexity and Space Complexity: The time complexity is O(x * y) since each state `(a, b)` is processed once, and the space complexity is also O(x * y) due to the storage of visited states."
Graph,Find if there is a path of more thank length from a source,"1. Problem Summary: The problem is to determine whether there exists a path longer than a given length `k` from a specified source vertex in a directed or undirected graph. The path does not need to be simple (nodes and edges can be repeated).

2. Approach: The solution to this problem can effectively utilize a Depth-First Search (DFS) algorithm. Start DFS from the given source node and track the cumulative path length. If at any point the path length exceeds `k`, immediately return true. Use a recursive function for DFS that takes current node and current length as parameters. If the DFS completes without finding such a path, return false. This approach leverages the recursive nature of DFS to explore all possible paths efficiently until the required path length is found or all possibilities are exhausted.

3. Pseudo-code:
```cpp
#include <bits/stdc++.h>
using namespace std;

bool DFS(int node, int currentLength, int k, vector<bool>& visited, vector<int> adj[]) {
    visited[node] = true;
    for (int neighbor : adj[node]) {
        if (!visited[neighbor]) {
            if (currentLength + 1 > k) 
                return true;
            if (DFS(neighbor, currentLength + 1, k, visited, adj))
                return true;
        }
    }
    visited[node] = false; // Unmark the node for other potential paths
    return false;
}

bool hasPathLongerThanK(vector<int> adj[], int V, int src, int k) {
    vector<bool> visited(V, false);
    return DFS(src, 0, k, visited, adj);
}
```

4. Time Complexity and Space Complexity: The time complexity is O(V + E) where V is the number of vertices and E is the number of edges, due to the DFS traversal. The space complexity is O(V) primarily due to the recursion stack and visited array."
Graph,M-ColouringProblem,"1. Problem Summary:
   The M-Colouring Problem involves determining if it's possible to color the vertices of a graph using at most M different colors such that no two adjacent vertices share the same color. This problem is a classic example of graph coloring, applicable in scenarios like scheduling and partitioning.

2. Approach:
   The problem can be tackled using a backtracking algorithm, which tries to assign colors to each vertex and checks for the validity of the graph's coloring at each step. Starting from the first vertex, the algorithm assigns one of the M colors and recursively attempts to color the rest of the graph. If a conflict arises (i.e., an adjacent vertex has the same color), it backtracks by trying the next available color. This process continues until either all vertices are colored correctly or all possibilities are exhausted, proving that no valid coloring exists. The key is to use a helper function that checks if the current color assignment is safe for a vertex.

3. Pseudo-code:
```cpp
#include<bits/stdc++.h>
using namespace std;

bool isSafe(int v, vector<int> graph[], int color[], int c) {
    for (auto u : graph[v])
        if (color[u] == c)
            return false;
    return true;
}

bool graphColoringUtil(vector<int> graph[], int m, int color[], int v, int V) {
    if (v == V)
        return true;
    for (int c = 1; c <= m; c++) {
        if (isSafe(v, graph, color, c)) {
            color[v] = c;
            if (graphColoringUtil(graph, m, color, v + 1, V))
                return true;
            color[v] = 0;
        }
    }
    return false;
}

bool graphColoring(vector<int> graph[], int m, int V) {
    int *color = new int[V];
    memset(color, 0, sizeof(int) * V);
    if (graphColoringUtil(graph, m, color, 0, V))
        return true;
    delete[] color;
    return false;
}
```

4. Time Complexity and Space Complexity:
   The time complexity is O(m^V) where V is the number of vertices, due to trying M colors at each of the V vertices. The space complexity is O(V) to store the color assignment of each vertex."
Graph,Minimum edges to reverse o make path from source to destination,"1. Problem Summary: 
   The problem is about finding the minimum number of edges that need to be reversed in a directed graph to create a path from a specified source vertex to a destination vertex.

2. Approach: 
   The problem can be approached by transforming it into a shortest path problem. First, construct a new graph where each original edge has a weight of 0 and each reversed edge has a weight of 1. Use a priority queue to implement Dijkstra's algorithm, prioritizing paths with fewer reversals. Start from the source vertex and explore all possible paths to the destination, updating the path cost based on edge weights. The final cost at the destination node will give the minimum number of reversals needed.

3. Pseudo-code:
```cpp
#include <bits/stdc++.h>
using namespace std;

int minReversal(vector<vector<int>>& graph, int source, int destination) {
    int n = graph.size();
    vector<int> dist(n, INT_MAX);
    priority_queue<pair<int, int>, vector<pair<int, int>>, greater<pair<int, int>>> pq;

    dist[source] = 0;
    pq.push({0, source});

    while (!pq.empty()) {
        int cost = pq.top().first;
        int node = pq.top().second;
        pq.pop();

        if (cost > dist[node]) continue;

        for (int next = 0; next < n; ++next) {
            if (graph[node][next] != 0) {
                int nextCost = cost + (graph[node][next] == 2 ? 1 : 0);
                if (nextCost < dist[next]) {
                    dist[next] = nextCost;
                    pq.push({nextCost, next});
                }
            }
        }
    }

    return dist[destination] == INT_MAX ? -1 : dist[destination];
}
```

4. Time Complexity and Space Complexity:
   The time complexity is O(E log V) due to the use of a priority queue in Dijkstra's algorithm, where E is the number of edges and V is the number of vertices. The space complexity is O(V) for the distance array and priority queue."
Graph,Paths to travel each nodes using each edge(Seven Bridges),"1. Problem Summary:
   The problem revolves around finding a path through a graph that visits every edge exactly once, known as an Eulerian path or circuit. This concept originates from the famous ""Seven Bridges of Königsberg"" problem solved by Euler.

2. Approach:
   To determine if an Eulerian path or circuit exists, and to construct it if it does, use Fleury’s Algorithm. First, check if the graph has either 0 or 2 vertices with an odd degree (necessary conditions for an Eulerian Path, and exactly 0 for an Eulerian Circuit). Start from a vertex with odd degree if there are exactly two; otherwise, start from any vertex. At each step, choose an edge to traverse. Prefer non-bridge edges (edges whose removal increases the number of connected components) unless there's no alternative. This ensures the path remains valid without disconnecting the graph.

3. Pseudo-code:
   ```cpp
   #include <bits/stdc++.h>
   using namespace std;

   void DFS(int v, vector<bool>& visited, vector<vector<int>>& adj) {
       visited[v] = true;
       for (auto u : adj[v]) {
           if (!visited[u])
               DFS(u, visited, adj);
       }
   }

   bool isConnected(vector<vector<int>>& adj, int n) {
       vector<bool> visited(n, false);
       int i;
       for (i = 0; i < n; i++)
           if (adj[i].size() != 0)
               break;
       if (i == n) return true;
       DFS(i, visited, adj);
       for (i = 0; i < n; i++)
           if (!visited[i] && adj[i].size() > 0)
               return false;
       return true;
   }

   void findEulerianPath(vector<vector<int>>& adj, int n) {
       if (!isConnected(adj, n)) {
           cout << ""No Eulerian Path or Circuit"";
           return;
       }

       int odd = 0, start = 0;
       for (int i = 0; i < n; i++) {
           if (adj[i].size() & 1) {
               odd++;
               start = i;
           }
       }

       if (odd != 0 && odd != 2) {
           cout << ""No Eulerian Path or Circuit"";
           return;
       }

       stack<int> path;
       vector<int> circuit;
       path.push(start);
       while (!path.empty()) {
           int v = path.top();
           if (adj[v].empty()) {
               circuit.push_back(v);
               path.pop();
           } else {
               int u = adj[v].back();
               path.push(u);
               adj[v].pop_back();
               auto it = find(adj[u].begin(), adj[u].end(), v);
               if (it != adj[u].end())
                   adj[u].erase(it);
           }
       }

       for (auto it = circuit.rbegin(); it != circuit.rend(); ++it)
           cout << *it << "" -> "";
   }
   ```

4. Time Complexity and Space Complexity:
   The time complexity of Fleury's algorithm is O((V+E)^2) due to the edge removal and checking for bridges, and the space complexity is O(V + E) for storing the graph and auxiliary data structures."
Graph,Vertex Cover Problem,"1. Problem Summary: The Vertex Cover Problem involves finding the smallest set of vertices in a given undirected graph such that every edge is connected to at least one vertex from this set. It is a well-known NP-complete problem in computer science and combinatorial optimization.

2. Approach: The optimal solution for the Vertex Cover Problem is computationally intensive due to its NP-complete nature, but a 2-approximation can be achieved using a greedy algorithm. The algorithm works by repeatedly selecting an edge and adding both of its vertices to the vertex cover, then removing all edges incident to these vertices. This approach intuitively covers all edges while potentially doubling the minimum number of vertices needed. Understanding this pattern helps in visualizing the process as iteratively ""covering"" edges and simplifies remembering and coding the approach.

3. Pseudo-code:
```cpp
#include<bits/stdc++.h>
using namespace std;

set<int> findVertexCover(vector<vector<int>>& graph, int V) {
    vector<bool> visited(V, false);
    set<int> vertexCover;

    for (int u = 0; u < V; u++) {
        if (!visited[u]) {
            for (int v : graph[u]) {
                if (!visited[v]) {
                    // Add both vertices to the vertex cover
                    vertexCover.insert(u);
                    vertexCover.insert(v);
                    // Mark vertices as visited
                    visited[u] = true;
                    visited[v] = true;
                    break; // Move to the next vertex
                }
            }
        }
    }
    return vertexCover;
}
```

4. Time Complexity and Space Complexity: The time complexity of the algorithm is O(V + E) where V is the number of vertices and E is the number of edges. The space complexity is O(V) due to the storage of the vertex cover set and visited vertices."
Graph,Chinese Postman or Route Inspection,"1. Problem Summary: 
   The Chinese Postman Problem, also known as the Route Inspection Problem, involves finding the shortest closed path or circuit that visits every edge of a graph at least once. It is applicable in scenarios like garbage collection routes, mail delivery routes, or street sweeping paths.

2. Approach: 
   The solution depends on whether the graph is Eulerian (all vertices have even degree) or non-Eulerian. For an Eulerian graph, any Eulerian circuit is the optimal path. For non-Eulerian graphs, the task is to make the graph Eulerian by adding the minimum weight of duplicate edges. This involves finding all vertices with odd degree and pairing them to add the least possible weight using the shortest paths between them. This can be achieved by:
   - Identifying all odd degree vertices.
   - Finding the shortest paths between these vertices.
   - Forming pairs of these vertices such that the sum of the paths' weights between paired vertices is minimized (this can be solved using minimum weight perfect matching in a graph).
   - Adding the necessary edges according to these pairs to the original graph to make it Eulerian.

3. Pseudo-code:
```cpp
#include <bits/stdc++.h>
using namespace std;

void findShortestClosedPath(vector<vector<int>>& graph) {
    int n = graph.size();
    vector<int> oddVertices;
    for (int i = 0; i < n; i++) {
        if (count(graph[i].begin(), graph[i].end(), 1) % 2 != 0)
            oddVertices.push_back(i);
    }

    vector<vector<int>> shortestPaths = floydWarshall(graph, n);
    vector<pair<int, int>> minPairs = findMinimumWeightMatching(shortestPaths, oddVertices);
    
    for (auto& pair : minPairs) {
        graph[pair.first][pair.second]++;
        graph[pair.second][pair.first]++;
    }

    vector<int> eulerianCircuit = findEulerianCircuit(graph, n);
    printCircuit(eulerianCircuit);
}

vector<vector<int>> floydWarshall(vector<vector<int>>& graph, int n) {
    vector<vector<int>> dist = graph;
    for (int k = 0; k < n; k++)
        for (int i = 0; i < n; i++)
            for (int j = 0; j < n; j++)
                if (dist[i][k] + dist[k][j] < dist[i][j])
                    dist[i][j] = dist[i][k] + dist[k][j];
    return dist;
}

vector<pair<int, int>> findMinimumWeightMatching(vector<vector<int>>& dist, vector<int>& oddVertices) {
    // Implementing this part depends on specific algorithms like Blossom algorithm
    // Placeholder for minimum weight perfect matching logic
    return {};
}

vector<int> findEulerianCircuit(vector<vector<int>>& graph, int n) {
    // Placeholder for Eulerian circuit finding logic
    return {};
}

void printCircuit(vector<int>& circuit) {
    for (int v : circuit)
        cout << v << "" "";
    cout << endl;
}
```

4. Time Complexity and Space Complexity: 
   The time complexity is dominated by the Floyd-Warshall algorithm and the minimum weight perfect matching algorithm, both of which can be O(n^3) for a graph with n vertices. The space complexity is O(n^2) due to the storage of the graph and distance matrix."
Graph,Number of Triangles in a Directed and Undirected Graph,"1. Problem Summary: The problem involves counting the number of triangles (a set of three vertices where each vertex is connected to the other two) in a given graph which can be either directed or undirected.

2. Approach: The optimal approach uses matrix multiplication to find triangles. First, represent the graph using an adjacency matrix. For an undirected graph, a triangle is indicated when the matrix product of the adjacency matrix with itself three times (cubed) at position (i, i) is non-zero. Specifically, for directed graphs, you have to check each permutation of potential triangles, while for undirected graphs, each diagonal entry in the cubed matrix indicates the count of triangles connected to a vertex. This count is then divided by 6 (as each triangle is counted six times) to get the total number of unique triangles.

3. Pseudo-code:
```cpp
#include<bits/stdc++.h>
using namespace std;

int countTriangles(vector<vector<int>> &graph, bool isDirected) {
    int n = graph.size();
    vector<vector<int>> sq(n, vector<int>(n, 0)), cube(n, vector<int>(n, 0));
    int triangles = 0;

    // Square of the adjacency matrix
    for (int i = 0; i < n; i++)
        for (int j = 0; j < n; j++)
            for (int k = 0; k < n; k++)
                sq[i][j] += graph[i][k] * graph[k][j];

    // Cube of the adjacency matrix
    for (int i = 0; i < n; i++)
        for (int j = 0; j < n; j++)
            for (int k = 0; k < n; k++)
                cube[i][j] += sq[i][k] * graph[k][j];

    // Counting triangles
    for (int i = 0; i < n; i++)
        triangles += cube[i][i];

    if (isDirected)
        return triangles / 3;
    else
        return triangles / 6;
}
```

4. Time Complexity and Space Complexity: The time complexity is O(n^3) due to the matrix multiplication, and the space complexity is O(n^2) for storing the adjacency matrix and its powers."
Graph,Minimise the cashflow among a given set of friends who have borrowed money from each other,"1. Problem Summary: The problem involves a group of friends who have borrowed money from each other, and the goal is to minimize the total number of transactions required to settle all debts.

2. Approach: The optimal solution uses a greedy algorithm. First, compute the net amount each friend needs to pay or receive by summing up all the debts they owe and subtracting the amounts they are owed. The key insight is to always settle the debt of the person with the maximum credit and the person with the maximum debit first, as this reduces the total number of transactions. This process is repeated by recalculating the net balances after each transaction until all debts are settled. This approach ensures minimal transactions by always tackling the largest debts first.

3. Pseudo-code:
```cpp
#include<bits/stdc++.h>
using namespace std;

void minimizeCashFlow(vector<vector<int>> &transactions) {
    int n = transactions.size();
    vector<int> amount(n, 0);

    // Calculate net amount for each person
    for (int p = 0; p < n; p++) {
        for (int i = 0; i < n; i++) {
            amount[p] += (transactions[i][p] - transactions[p][i]);
        }
    }

    settleDebts(amount);
}

void settleDebts(vector<int> &amount) {
    while (true) {
        int mxCredit = max_element(amount.begin(), amount.end()) - amount.begin();
        int mxDebit = min_element(amount.begin(), amount.end()) - amount.begin();

        if (amount[mxCredit] == 0 && amount[mxDebit] == 0)
            break;

        int minAmount = min(-amount[mxDebit], amount[mxCredit]);
        amount[mxCredit] -= minAmount;
        amount[mxDebit] += minAmount;

        cout << ""Person "" << mxDebit << "" pays "" << minAmount << "" to "" << ""Person "" << mxCredit << endl;
    }
}
```

4. Time Complexity and Space Complexity: The time complexity is O(N^2) due to the calculation of net amounts and the while loop that iterates until all debts are settled. The space complexity is O(N) for storing the net amount of each person."
Graph,Two Clique Problem,"1. Problem Summary: The Two Clique Problem involves determining whether a given undirected graph can be divided into two cliques. A clique is a subset of vertices such that every two distinct vertices are adjacent.

2. Approach: The key to solving this problem is to use the concept of complement graphs. The complement of a graph G is a graph G' on the same vertices such that two distinct vertices of G' are adjacent if and only if they are not adjacent in G. If the complement graph G' can be bipartite, then the original graph G can be divided into two cliques. This is because the two sets of vertices in the bipartite graph correspond to two cliques in the original graph. To determine if G' is bipartite, use a graph coloring algorithm that tries to color the graph using two colors such that no two adjacent vertices share the same color.

3. Pseudo-code:
```cpp
#include <bits/stdc++.h>
using namespace std;

bool isBipartite(vector<int> adj[], int v, vector<int>& color) {
    queue<int> q;
    q.push(v);
    color[v] = 1; // Start coloring with 1
    while (!q.empty()) {
        int u = q.front();
        q.pop();
        for (int i = 0; i < adj[u].size(); i++) {
            int v = adj[u][i];
            if (color[v] == -1) { // If uncolored
                color[v] = 1 - color[u]; // Alternate color
                q.push(v);
            } else if (color[v] == color[u]) { // If same color as parent
                return false;
            }
        }
    }
    return true;
}

bool canBeDividedIntoTwoCliques(int n, vector<pair<int, int>> &edges) {
    vector<int> adj[n];
    for (auto &edge : edges) {
        adj[edge.first].push_back(edge.second);
        adj[edge.second].push_back(edge.first);
    }

    vector<int> color(n, -1);
    for (int i = 0; i < n; i++) {
        if (color[i] == -1) {
            if (!isBipartite(adj, i, color)) {
                return false;
            }
        }
    }
    return true;
}
```

4. Time Complexity and Space Complexity: The time complexity is O(V + E) where V is the number of vertices and E is the number of edges, due to the BFS traversal. The space complexity is O(V + E) for storing the graph and colors."
