TOPIC,PROBLEM LINK,SOLUTION
Searching & Sorting,Aggressive cows,"1. Problem Summary: The ""Aggressive cows"" problem involves placing cows in stalls such that the minimum distance between any two cows is maximized. Given stall positions and the number of cows, determine the largest minimum distance possible.

2. Approach: The solution leverages binary search on the answer combined with a greedy placement strategy. Firstly, sort the stall positions. Define a function `canPlaceCows(stalls, distance, cows)` that checks if it's possible to place all cows with at least 'distance' units apart in the given sorted stalls. Use binary search on the possible distances (from 1 to the difference between the maximum and minimum stall positions). For each middle point in the binary search, use the `canPlaceCows` function to verify if the cows can be placed with at least that distance. Adjust the search range based on the result, narrowing down to the maximum feasible distance.

3. Pseudo-code:
```cpp
#include <bits/stdc++.h>
using namespace std;

bool canPlaceCows(vector<int>& stalls, int distance, int cows) {
    int count = 1; // place the first cow in the first stall
    int last_position = stalls[0];
    
    for (int i = 1; i < stalls.size(); i++) {
        if (stalls[i] - last_position >= distance) {
            count++;
            last_position = stalls[i];
            if (count == cows) return true;
        }
    }
    return false;
}

int aggressiveCows(vector<int>& stalls, int cows) {
    sort(stalls.begin(), stalls.end());
    int low = 1;
    int high = stalls.back() - stalls.front();
    int bestDistance = 0;
    
    while (low <= high) {
        int mid = (low + high) / 2;
        if (canPlaceCows(stalls, mid, cows)) {
            bestDistance = mid;
            low = mid + 1;
        } else {
            high = mid - 1;
        }
    }
    
    return bestDistance;
}
```

4. Time Complexity and Space Complexity: The time complexity is O(N log M), where N is the number of stalls and M is the range of distances. The space complexity is O(1) beyond input storage."
Searching & Sorting,Book Allocation Problem,"1. Problem Summary:  
   The Book Allocation Problem involves determining the minimum possible maximum number of pages that a student can read when books are distributed among them. Books must be assigned in contiguous order, and the goal is to minimize the maximum pages any student has to read.

2. Approach:  
   This problem can be efficiently solved using binary search on the answer. First, determine the search space: the lower bound is the maximum number of pages in any single book, and the upper bound is the sum of all book pages. For each mid value in the binary search (representing a potential maximum number of pages a student can read), use a greedy approach to check if it's feasible to distribute books among students such that no student reads more than this number. If feasible, try a smaller maximum by adjusting the upper bound; otherwise, increase the lower bound.

3. Pseudo-code:
   ```cpp
   #include<bits/stdc++.h>
   using namespace std;

   bool isPossible(vector<int> &books, int students, int maxPages) {
       int count = 1, sum = 0;
       for (int pages : books) {
           if (sum + pages > maxPages) {
               count++;
               sum = pages;
               if (count > students || pages > maxPages) return false;
           } else {
               sum += pages;
           }
       }
       return true;
   }

   int findMinPages(vector<int> &books, int students) {
       int low = *max_element(books.begin(), books.end());
       int high = accumulate(books.begin(), books.end(), 0);
       int result = high;
       while (low <= high) {
           int mid = low + (high - low) / 2;
           if (isPossible(books, students, mid)) {
               result = mid;
               high = mid - 1;
           } else {
               low = mid + 1;
           }
       }
       return result;
   }
   ```

4. Time Complexity and Space Complexity:  
   The time complexity is O(N log M), where N is the number of books and M is the range between the maximum number of pages in any single book and the total number of pages. The space complexity is O(1)."
Searching & Sorting,EKOSPOJ:,"1. Problem Summary:
   In the ""EKOSPOJ"" problem, you are given an array representing the height of trees and a minimum wood length `M` that needs to be collected by cutting the trees from a certain height `H`. The goal is to find the maximum possible height `H` such that the total wood collected is at least `M`.

2. Approach:
   The problem can be efficiently solved using binary search on the height `H` of the cut. Start with possible heights ranging from `0` to the maximum height in the tree array. For each mid-point in the binary search, calculate the total wood that would be collected if the trees were cut at that height. If the wood collected is at least `M`, adjust the search to explore higher values of `H` (since we want the maximum possible `H`), otherwise explore lower values. Continue this until the search space is exhausted. The intuition is that by using binary search, we are narrowing down to the optimal height in a logarithmic number of steps, making the search efficient.

3. Pseudo-code:
```cpp
#include<bits/stdc++.h>
using namespace std;

int main() {
    int N, M;
    cin >> N >> M;
    vector<int> trees(N);
    for (int i = 0; i < N; i++) {
        cin >> trees[i];
    }

    int low = 0, high = *max_element(trees.begin(), trees.end());
    int bestH = 0;
    while (low <= high) {
        int mid = low + (high - low) / 2;
        long long wood = 0;
        for (int height : trees) {
            if (height > mid) {
                wood += (height - mid);
            }
        }

        if (wood >= M) {
            bestH = mid; // Mid is a potential solution, try for a bigger value
            low = mid + 1;
        } else {
            high = mid - 1;
        }
    }
    cout << bestH << endl;
    return 0;
}
```

4. Time Complexity and Space Complexity:
   The time complexity is O(N log(maxHeight)), where N is the number of trees and maxHeight is the maximum height of a tree. The space complexity is O(1), not counting the input storage."
Searching & Sorting,Job Scheduling Algo,"1. Problem Summary:  
   The Job Scheduling problem involves scheduling jobs to maximize profit when each job has a deadline and associated profit if completed by the deadline. Jobs may have different durations but are assumed to be completed in a single unit of time.

2. Approach:  
   Use a greedy algorithm to select jobs that maximize profit while adhering to deadlines. First, sort the jobs based on decreasing order of profit. Then, for each job in this order, place the job in the latest possible time slot before or on its deadline, if available. This approach ensures that the most profitable jobs are considered first, and by placing them as late as possible, it leaves room for other jobs with earlier deadlines. Utilize a disjoint set or an array to keep track of the filled time slots.

3. Pseudo-code:
```cpp
#include<bits/stdc++.h>
using namespace std;

struct Job {
    int id;
    int deadline;
    int profit;
};

bool comparison(Job a, Job b) {
    return (a.profit > b.profit);
}

int findSlot(int slot, vector<int>& slots) {
    if (slots[slot] == -1) return slot;
    slots[slot] = findSlot(slots[slot], slots);
    return slots[slot];
}

vector<int> jobScheduling(vector<Job>& jobs) {
    sort(jobs.begin(), jobs.end(), comparison);
    int maxDeadline = 0;
    for (Job& job : jobs) maxDeadline = max(maxDeadline, job.deadline);
    vector<int> slots(maxDeadline + 1, -1);
    vector<int> scheduledJobs;
    
    for (Job& job : jobs) {
        int availableSlot = findSlot(job.deadline, slots);
        if (availableSlot > 0) {
            slots[availableSlot] = availableSlot - 1;
            scheduledJobs.push_back(job.id);
        }
    }
    return scheduledJobs;
}
```

4. Time Complexity and Space Complexity:  
   The time complexity is O(n log n) due to the sorting of jobs, and the space complexity is O(n) for storing job slots."
Searching & Sorting,Missing Number in AP,"1. Problem Summary: 
   The problem involves finding a missing number in an arithmetic progression (AP) sequence. Given a list of numbers where exactly one number is missing, the task is to identify that missing element.

2. Approach: 
   To solve this problem efficiently, we use the properties of an arithmetic progression where the difference between consecutive terms is constant. First, calculate the expected difference (common difference) using the first and last terms of the sequence and the number of terms if no number was missing. Then, use binary search to pinpoint where the sequence breaks the expected difference. Specifically, compare the difference between middle term and its previous term with the common difference. If they match, the missing number is in the second half of the array; otherwise, it's in the first half.

3. Pseudo-code:
```cpp
#include <bits/stdc++.h>
using namespace std;

int findMissing(vector<int>& arr) {
    int n = arr.size();
    int low = 0, high = n - 1;
    int d = (arr[n-1] - arr[0]) / n; // Calculate common difference

    while (low <= high) {
        int mid = low + (high - low) / 2;
        if (mid > 0 && (arr[mid] - arr[mid-1] != d))
            return arr[mid-1] + d; // Missing number found
        if (arr[mid] == arr[0] + mid * d)
            low = mid + 1; // Search in the second half
        else
            high = mid - 1; // Search in the first half
    }
    return -1; // In case no missing number is found
}
```

4. Time Complexity and Space Complexity: 
   The time complexity is O(log n) due to the binary search, and the space complexity is O(1) as we are not using any additional space beyond the input array."
Searching & Sorting,Smallest number with atleastn trailing zeroes infactorial,"1. Problem Summary:
   The problem requires finding the smallest integer \( x \) such that \( x! \) (x factorial) has at least \( n \) trailing zeroes.

2. Approach:
   To solve this problem, understand that trailing zeroes in a factorial are produced by factors of 10, which are the result of pairs of 2 and 5; however, factors of 2 are more frequent than 5. Thus, the number of trailing zeroes is determined by the number of times 5 is a factor in the numbers from 1 to \( x \). Use binary search on \( x \) to efficiently find the smallest \( x \) such that the factorial of \( x \) has at least \( n \) trailing zeroes. For each midpoint \( m \) in the binary search, calculate the number of trailing zeroes by summing up \( \left\lfloor \frac{m}{5^k} \right\rfloor \) for all \( k \) until \( 5^k \) exceeds \( m \). This sum gives the count of numbers divisible by 5, 25, 125, etc., contributing to the factorial's trailing zeroes.

3. Pseudo-code:
```cpp
#include<bits/stdc++.h>
using namespace std;

int countTrailingZeroes(int m) {
    int count = 0;
    for (int i = 5; m / i > 0; i *= 5) {
        count += m / i;
    }
    return count;
}

int findSmallestNumber(int n) {
    if (n == 0) return 0;
    int low = 0, high = 5 * n; // upper bound guess
    while (low < high) {
        int mid = low + (high - low) / 2;
        if (countTrailingZeroes(mid) < n)
            high = mid;
        else
            low = mid + 1;
    }
    return low;
}
```

4. Time Complexity and Space Complexity:
   The time complexity is \( O(\log n \cdot \log n) \) due to the binary search and the logarithmic number of divisions inside the `countTrailingZeroes` function. The space complexity is \( O(1) \)."
Searching & Sorting,Painters Partition Problem:,"1. Problem Summary: The Painters Partition Problem involves determining the minimum amount of time required to paint 'n' boards by 'k' painters, where each painter has the same speed of painting but cannot paint a fraction of a board. The goal is to minimize the maximum amount of time any painter takes, considering that each painter paints consecutive boards.

2. Approach: The optimal approach uses binary search combined with a greedy method. We define feasible conditions based on the maximum length of time a painter can take. The binary search is applied over the possible range of maximum times (from max(board lengths) to sum(board lengths)). For each mid value in the binary search, we use a greedy approach to check if it's possible to paint all boards with 'k' painters within that mid value as the maximum time limit. The greedy part involves assigning boards to a painter until adding another board would exceed the mid value. If more than 'k' painters are needed, the mid value is too small.

3. Pseudo-code:
```cpp
#include <bits/stdc++.h>
using namespace std;

bool isPossible(vector<int>& boards, int k, int maxTime) {
    int countPainters = 1, total = 0;
    for (int board : boards) {
        total += board;
        if (total > maxTime) {
            countPainters++;
            total = board;
            if (countPainters > k) return false;
        }
    }
    return true;
}

int paintersPartition(vector<int>& boards, int k) {
    int low = *max_element(boards.begin(), boards.end());
    int high = accumulate(boards.begin(), boards.end(), 0);
    while (low < high) {
        int mid = low + (high - low) / 2;
        if (isPossible(boards, k, mid)) {
            high = mid;
        } else {
            low = mid + 1;
        }
    }
    return low;
}
```

4. Time Complexity and Space Complexity: The time complexity is O(n log(sum - max)), where 'n' is the number of boards, 'sum' is the sum of all board lengths, and 'max' is the maximum board length. The space complexity is O(1)."
Searching & Sorting,ROTI-Prata SPOJ,"1. Problem Summary: The problem is to determine the minimum time required to cook a given number of pratas (Indian flatbreads) when each cook has a different speed and can cook pratas in increasing times. The cooks can work simultaneously.

2. Approach: The solution uses a binary search on the possible minimum time to determine the least amount of time needed to cook all pratas. For each mid-point in the binary search, a helper function calculates the total number of pratas that can be cooked by all chefs within that time. This function iterates over each chef and calculates how many pratas they can individually cook by summing the series until the time exceeds the mid-point. If the total number of pratas cooked meets or exceeds the required number, the search space is narrowed to the left; otherwise, it is narrowed to the right.

3. Pseudo-code:
```cpp
#include<bits/stdc++.h>
using namespace std;

int pratasPossible(int time, vector<int>& ranks) {
    int total = 0;
    for (int rank : ranks) {
        int sum = 0, i = 1;
        while (sum + i * rank <= time) {
            sum += i * rank;
            total++;
            i++;
        }
    }
    return total;
}

int minTime(int pratas, vector<int>& ranks) {
    int low = 0, high = 1e8; // Assuming high enough time initially
    while (low < high) {
        int mid = low + (high - low) / 2;
        if (pratasPossible(mid, ranks) >= pratas)
            high = mid;
        else
            low = mid + 1;
    }
    return low;
}
```

4. Time Complexity and Space Complexity: The time complexity is O(log(maxTime) * n * sqrt(maxTime/rank)), where n is the number of cooks and maxTime is the upper bound of the binary search time. The space complexity is O(1), as we only use a few auxiliary variables."
Searching & Sorting,DoubleHelix SPOJ,"1. Problem Summary: 
   The ""DoubleHelix SPOJ"" problem involves finding the maximum sum path in two sorted arrays. Each path starts at the beginning of an array and ends at the end, switching between arrays whenever the elements in both arrays are the same.

2. Approach: 
   Use a two-pointer technique to traverse both arrays simultaneously. Start both pointers at the beginning of their respective arrays. As you iterate, accumulate sums separately for each array. Whenever a common element (intersection) is found, compare the accumulated sums and add the maximum of these sums to the final result, then reset the sums and move past the intersection. Continue this until the end of both arrays is reached, making sure to add the remaining sum from the last intersection to the end of the arrays to the final result.

3. Pseudo-code:
   ```cpp
   #include<bits/stdc++.h>
   using namespace std;

   int maxSumPath(int a[], int b[], int n, int m) {
       int i = 0, j = 0;
       int sum1 = 0, sum2 = 0, result = 0;

       while (i < n && j < m) {
           if (a[i] < b[j]) {
               sum1 += a[i++];
           } else if (a[i] > b[j]) {
               sum2 += b[j++];
           } else {
               result += max(sum1, sum2) + a[i];
               sum1 = 0;
               sum2 = 0;
               i++;
               j++;
           }
       }

       while (i < n) {
           sum1 += a[i++];
       }

       while (j < m) {
           sum2 += b[j++];
       }

       result += max(sum1, sum2);
       return result;
   }
   ```

4. Time Complexity and Space Complexity: 
   The time complexity is O(n + m) where n and m are the lengths of the two arrays, respectively, due to the linear traversal of both arrays. The space complexity is O(1) as only a constant amount of extra space is used."
Searching & Sorting,Subset Sums,"1. Problem Summary: 
The ""Subset Sums"" problem involves finding all possible sums of subsets of a given set of integers. This includes sums from all combinations, from the smallest subset (empty set) to the largest subset (the entire set).

2. Approach:
To solve the ""Subset Sums"" problem, a recursive approach works well. Start by considering two cases for each element in the array: either include the element in the current subset or exclude it. Begin the recursion with an initial sum of zero and iterate through each element, recursively calculating the sum by including the current element and by excluding it. This divide-and-conquer strategy ensures that all possible subset sums are considered. To facilitate understanding and memorization, visualize this as a binary tree where each node represents a decision point to include or exclude the current element, leading to all possible sums as leaf nodes.

3. Pseudo-code:
```cpp
#include <bits/stdc++.h>
using namespace std;

void findSubsetSums(int arr[], int n, int index, int currentSum, vector<int>& sums) {
    if (index == n) {
        sums.push_back(currentSum);
        return;
    }
    // Include the current element in the subset
    findSubsetSums(arr, n, index + 1, currentSum + arr[index], sums);
    // Exclude the current element from the subset
    findSubsetSums(arr, n, index + 1, currentSum, sums);
}

vector<int> subsetSums(int arr[], int n) {
    vector<int> sums;
    findSubsetSums(arr, n, 0, 0, sums);
    return sums;
}
```

4. Time Complexity and Space Complexity:
The time complexity is O(2^n) due to the binary decision at each of the n elements, and the space complexity is O(n) due to the recursion stack depth."
Searching & Sorting,Findthe inversion count,"1. Problem Summary: 
   The problem ""Find the Inversion Count"" involves determining the number of pairs `(i, j)` in an array where `i < j` and `arr[i] > arr[j]`. This count helps in understanding how far the array is from being sorted.

2. Approach:
   The optimal way to solve this problem is by using a modified merge sort algorithm. During the merge step, whenever we select an element from the right half that is smaller than an element in the left half, it indicates an inversion. Specifically, if `arr[i] > arr[j]` and `i < j`, then all elements after `i` up to the middle of the array will form inversions with `arr[j]`. We count these inversions as we merge the arrays. This approach not only counts inversions but also sorts the array, leveraging the divide and conquer principle inherent in merge sort.

3. Pseudo-code:
   ```cpp
   #include <bits/stdc++.h>
   using namespace std;

   int merge(vector<int> &arr, vector<int> &temp, int left, int mid, int right) {
       int i = left, j = mid, k = left, inv_count = 0;
       while ((i <= mid - 1) && (j <= right)) {
           if (arr[i] <= arr[j]) {
               temp[k++] = arr[i++];
           } else {
               temp[k++] = arr[j++];
               inv_count += (mid - i);
           }
       }
       while (i <= mid - 1) temp[k++] = arr[i++];
       while (j <= right) temp[k++] = arr[j++];
       for (i = left; i <= right; i++) arr[i] = temp[i];
       return inv_count;
   }

   int mergeSort(vector<int> &arr, vector<int> &temp, int left, int right) {
       int mid, inv_count = 0;
       if (right > left) {
           mid = (right + left) / 2;
           inv_count += mergeSort(arr, temp, left, mid);
           inv_count += mergeSort(arr, temp, mid + 1, right);
           inv_count += merge(arr, temp, left, mid + 1, right);
       }
       return inv_count;
   }

   int countInversions(vector<int> &arr) {
       vector<int> temp(arr.size());
       return mergeSort(arr, temp, 0, arr.size() - 1);
   }
   ```

4. Time Complexity and Space Complexity:
   The time complexity is O(n log n) due to the merge sort algorithm, and the space complexity is O(n) for the temporary array used during the merge steps."
Searching & Sorting,Implement Merge-sort in-place,"1. Problem Summary:  
   The task is to implement the merge-sort algorithm in an in-place manner, which means sorting the array without using additional memory proportional to the array size.

2. Approach:  
   Traditional merge-sort uses extra space for merging two halves. For an in-place version, we still split the array into halves recursively but merge without extra space. This involves careful manipulation of array indices. First, recursively divide the array into two halves until each subarray contains only one element. Then, merge these halves by comparing their elements and rearranging them directly in the original array, using rotation and swapping to manage elements without extra arrays. This requires more intricate operations than standard merge-sort but avoids extra memory use.

3. Pseudo-code:
   ```cpp
   #include<bits/stdc++.h>
   using namespace std;

   void mergeInPlace(vector<int>& arr, int l, int m, int r) {
       int i = l, j = m + 1;
       while (i <= m && j <= r) {
           if (arr[i] <= arr[j]) {
               i++;
           } else {
               int value = arr[j];
               int index = j;
               while (index != i) {
                   arr[index] = arr[index - 1];
                   index--;
               }
               arr[i] = value;
               i++;
               m++;
               j++;
           }
       }
   }

   void mergeSortInPlace(vector<int>& arr, int l, int r) {
       if (l < r) {
           int m = l + (r - l) / 2;
           mergeSortInPlace(arr, l, m);
           mergeSortInPlace(arr, m + 1, r);
           mergeInPlace(arr, l, m, r);
       }
   }

   int main() {
       vector<int> arr = {12, 11, 13, 5, 6, 7};
       mergeSortInPlace(arr, 0, arr.size() - 1);
       for(int x : arr) cout << x << "" "";
       return 0;
   }
   ```

4. Time Complexity and Space Complexity:  
   The time complexity is O(n^2) in the worst case due to the shifting of elements, and the space complexity is O(1) as it sorts in-place."
Searching & Sorting,Partitioning and Sorting Arrays with Many Repeated Entries,"1. Problem Summary:  
The problem involves sorting an array that contains many repeated entries efficiently. Traditional sorting algorithms may not be optimal due to the high frequency of duplicate values.

2. Approach:  
The optimal algorithm for handling arrays with many repeated entries is the three-way partitioning method, often used in the Dutch National Flag problem. This algorithm divides the array into three sections: elements less than a chosen pivot, elements equal to the pivot, and elements greater than the pivot. By selecting a pivot (commonly a frequently occurring element), the algorithm minimizes the number of comparisons and swaps needed when there are many duplicates. This method is particularly efficient because it reduces the problem size significantly each time it partitions based on the pivot, especially when the pivot is a frequently occurring element.

3. Pseudo-code:
```cpp
#include<bits/stdc++.h>
using namespace std;

void threeWayPartition(vector<int>& arr, int pivot) {
    int low = 0, mid = 0, high = arr.size() - 1;
    while (mid <= high) {
        if (arr[mid] < pivot) {
            swap(arr[low++], arr[mid++]);
        } else if (arr[mid] > pivot) {
            swap(arr[mid], arr[high--]);
        } else {
            mid++;
        }
    }
}

void sortArrayWithDuplicates(vector<int>& arr) {
    if (arr.empty()) return;
    int pivot = arr[arr.size() / 2]; // Choosing middle element as pivot
    threeWayPartition(arr, pivot);
}
```

4. Time Complexity and Space Complexity:  
The time complexity is O(n), where n is the number of elements in the array, as each element is considered once. The space complexity is O(1), as the sorting is done in-place."
