TOPIC,PROBLEM LINK,SOLUTION
Dynamic Programming,Maximum subsequence sum such that no three are consecutive,"1. Problem Summary: The problem is to find the maximum sum of a subsequence from a given list of integers such that no three consecutive elements are selected. This problem is a variation of the classic maximum subarray sum problem with an additional constraint on the selection of elements.

2. Approach: The dynamic programming approach involves maintaining a state `dp[i]` which represents the maximum sum obtainable up to the `i-th` element without selecting three consecutive elements. For each element, you have three choices:
   - Exclude the current element (`arr[i]`), hence `dp[i] = dp[i-1]`.
   - Include the current element and exclude the previous one (`arr[i] + dp[i-2]`).
   - Include the current and the previous element but exclude the one before these (`arr[i] + arr[i-1] + dp[i-3]`).
   The transition formula will thus be `dp[i] = max(dp[i-1], arr[i] + dp[i-2], arr[i] + arr[i-1] + dp[i-3])`. Initialize `dp[0]`, `dp[1]`, and `dp[2]` based on the smallest valid subsequences considering the constraints.

3. Pseudo-code:
```cpp
#include <bits/stdc++.h>
using namespace std;

int maxSum(vector<int>& arr) {
    int n = arr.size();
    if (n == 0) return 0;
    if (n == 1) return arr[0];
    if (n == 2) return arr[0] + arr[1];

    vector<int> dp(n);
    dp[0] = arr[0];
    dp[1] = arr[0] + arr[1];
    dp[2] = max({arr[0] + arr[1], arr[1] + arr[2], arr[0] + arr[2]});

    for (int i = 3; i < n; ++i) {
        dp[i] = max({dp[i-1], arr[i] + dp[i-2], arr[i] + arr[i-1] + dp[i-3]});
    }

    return dp[n-1];
}
```

4. Time Complexity and Space Complexity: The time complexity is O(n) and space complexity is also O(n), where n is the number of elements in the input array."
Dynamic Programming,Egg Dropping Problem,"1. Problem Summary: The Egg Dropping Problem involves determining the minimum number of attempts needed to find the critical floor in a building from which an egg can be dropped without breaking. The challenge is to minimize these attempts, given a certain number of eggs and floors.

2. Approach: The problem is tackled using dynamic programming by building a table `dp` where `dp[k][n]` represents the minimum number of trials needed for `k` eggs and `n` floors. Start by initializing the cases for one egg (`dp[1][n] = n`) and one floor (`dp[k][1] = 1`). For more than one egg and floor, use a binary search to optimize the worst-case number of drops, which involves a trade-off between dropping an egg from a higher floor (if it breaks, solve for below floors) or a lower floor (if it doesn’t break, solve for above floors). The recurrence relation is `dp[k][n] = 1 + min(max(dp[k-1][x-1], dp[k][n-x]))` for each possible floor `x`, optimized by binary search.

3. Pseudo-code:
```cpp
#include <bits/stdc++.h>
using namespace std;

int eggDrop(int K, int N) {
    vector<vector<int>> dp(K + 1, vector<int>(N + 1, 0));
    for (int i = 1; i <= N; ++i) dp[1][i] = i;  // One egg case
    for (int k = 1; k <= K; ++k) dp[k][1] = 1;  // One floor case

    for (int k = 2; k <= K; ++k) {
        for (int n = 2; n <= N; ++n) {
            int low = 1, high = n, temp;
            dp[k][n] = n;  // worst case: n trials
            while (low <= high) {
                int mid = (low + high) / 2;
                int breakEgg = dp[k-1][mid-1]; // Egg breaks
                int notBreakEgg = dp[k][n-mid]; // Egg does not break
                temp = 1 + max(breakEgg, notBreakEgg);
                if (breakEgg > notBreakEgg) {
                    high = mid - 1;
                } else {
                    low = mid + 1;
                }
                dp[k][n] = min(dp[k][n], temp);
            }
        }
    }
    return dp[K][N];
}
```

4. Time Complexity and Space Complexity: The time complexity is O(KN log N) due to the use of binary search within the DP table computation, and the space complexity is O(KN) for storing the DP table."
Dynamic Programming,Maximum Length Chain of Pairs,"1. Problem Summary: 
   The ""Maximum Length Chain of Pairs"" problem involves finding the longest chain of pairs from a given set of pairs, where a pair (a, b) can follow another pair (c, d) only if b < c. The goal is to maximize the number of pairs in the chain.

2. Approach:
   The problem can be solved using a dynamic programming approach similar to the longest increasing subsequence problem. First, sort the pairs based on their first elements (and secondarily by the second element, if necessary). Initialize a DP array where each element starts with a chain length of 1. For each pair, iterate through all previous pairs and update the DP value if forming a chain is possible (i.e., the second element of the previous pair is less than the first element of the current pair) and it results in a longer chain. The maximum value in the DP array at the end will be the length of the longest chain.

3. Pseudo-code:
```cpp
#include <bits/stdc++.h>
using namespace std;

int maxChainLength(vector<pair<int, int>>& pairs) {
    int n = pairs.size();
    vector<int> dp(n, 1);  // Initialize DP array with 1, as each pair is a chain of length 1

    sort(pairs.begin(), pairs.end());  // Sort pairs based on the first element

    for (int i = 1; i < n; ++i) {
        for (int j = 0; j < i; ++j) {
            if (pairs[j].second < pairs[i].first && dp[j] + 1 > dp[i]) {
                dp[i] = dp[j] + 1;  // Update the DP table if a longer chain can be formed
            }
        }
    }

    return *max_element(dp.begin(), dp.end());  // Return the maximum value in DP array
}
```

4. Time Complexity and Space Complexity:
   The time complexity is O(n^2) due to the nested loops for comparing pairs, and the space complexity is O(n) for storing the DP values."
Dynamic Programming,Maximum size square sub-matrix with all 1s,"1. Problem Summary:  
   The problem is to find the largest square sub-matrix entirely filled with 1s in a given binary matrix. The output should be the size (length of a side) of this square sub-matrix.

2. Approach:  
   The problem can be solved efficiently using dynamic programming. We create a 2D array `dp` where `dp[i][j]` represents the size of the largest square sub-matrix ending at position `(i, j)`. If the cell `(i, j)` in the original matrix is 0, then `dp[i][j]` is 0 because you cannot have a square ending in a cell with 0. If the cell is 1, then `dp[i][j]` is the minimum of `dp[i-1][j]`, `dp[i][j-1]`, and `dp[i-1][j-1]` plus 1. This relation leverages the fact that a square of size `k` at `(i, j)` can only exist if squares of size `k-1` exist at `(i-1, j)`, `(i, j-1)`, and `(i-1, j-1)`. Initialize the first row and first column of `dp` same as the original matrix, then iterate through the matrix to fill up `dp`.

3. Pseudo-code:
```cpp
#include <bits/stdc++.h>
using namespace std;

int maximalSquare(vector<vector<int>>& matrix) {
    int rows = matrix.size(), cols = matrix[0].size();
    vector<vector<int>> dp(rows, vector<int>(cols, 0));
    int maxSize = 0;

    // Initialize the dp matrix
    for (int i = 0; i < rows; i++) {
        for (int j = 0; j < cols; j++) {
            if (i == 0 || j == 0) {
                dp[i][j] = matrix[i][j];
            } else if (matrix[i][j] == 1) {
                dp[i][j] = min({dp[i-1][j], dp[i][j-1], dp[i-1][j-1]}) + 1;
            }
            maxSize = max(maxSize, dp[i][j]);
        }
    }
    return maxSize * maxSize;
}
```

4. Time Complexity and Space Complexity:  
   The time complexity is O(m*n) and the space complexity is O(m*n), where m is the number of rows and n is the number of columns in the matrix."
Dynamic Programming,Maximum sum of pairs with specific difference,"1. Problem Summary: The problem involves finding the maximum sum of pairs in an array such that the absolute difference between the elements of the pairs is less than or equal to a given value \( k \). Elements can only be used in one pair.

2. Approach: Start by sorting the array to easily find potential pairs. Use dynamic programming where \( dp[i] \) represents the maximum sum using the first \( i \) elements. For each element, decide whether to pair it with its previous element or not. If pairing is possible (i.e., the difference between the current element and the previous one is less than or equal to \( k \)), compare the sum by including this pair (current and previous elements) plus the optimal sum up to the element before the previous one, versus not pairing the current element at all. Update \( dp[i] \) based on the maximum of these two options. The essence of the approach is in evaluating and deciding at each step whether pairing offers a better sum or skipping the current element does.

3. Pseudo-code:
```cpp
#include<bits/stdc++.h>
using namespace std;

int maxSumPairWithDifferenceLessThanK(int arr[], int n, int k) {
    sort(arr, arr + n);
    vector<int> dp(n, 0);
    dp[0] = 0;

    for (int i = 1; i < n; i++) {
        dp[i] = dp[i-1]; // not pairing the current element
        if (arr[i] - arr[i-1] <= k) {
            dp[i] = max(dp[i], (i >= 2 ? dp[i-2] : 0) + arr[i] + arr[i-1]);
        }
    }
    return dp[n-1];
}
```

4. Time Complexity and Space Complexity: The time complexity is \( O(n \log n) \) due to the sorting step, and the space complexity is \( O(n) \) for the dynamic programming array."
Dynamic Programming,Min Cost PathProblem,"1. Problem Summary: The Min Cost Path Problem involves finding the minimum cost path in a grid from the top-left corner to the bottom-right corner, where each cell in the grid contains a cost to traverse.

2. Approach: The problem can be efficiently solved using dynamic programming. Create a 2D array `dp` where `dp[i][j]` represents the minimum cost to reach cell `(i, j)` from the top-left corner. Initialize `dp[0][0]` with the cost of the top-left corner. For each cell, compute the minimum cost by considering the minimum of the paths from the left and top neighbors, adding the current cell's cost. The last cell `dp[n-1][m-1]` will then contain the minimum cost to reach the bottom-right corner. This approach ensures that each subproblem is solved only once and uses these solutions to build up answers to bigger problems.

3. Pseudo-code:
```cpp
#include<bits/stdc++.h>
using namespace std;

int minCostPath(vector<vector<int>>& cost) {
    int n = cost.size(), m = cost[0].size();
    vector<vector<int>> dp(n, vector<int>(m));
    dp[0][0] = cost[0][0];

    // Fill first row
    for (int j = 1; j < m; j++)
        dp[0][j] = dp[0][j-1] + cost[0][j];

    // Fill first column
    for (int i = 1; i < n; i++)
        dp[i][0] = dp[i-1][0] + cost[i][0];

    // Fill the rest of the dp array
    for (int i = 1; i < n; i++) {
        for (int j = 1; j < m; j++) {
            dp[i][j] = min(dp[i-1][j], dp[i][j-1]) + cost[i][j];
        }
    }
    return dp[n-1][m-1];
}
```

4. Time Complexity and Space Complexity: The time complexity is O(n*m) and the space complexity is O(n*m), where n is the number of rows and m is the number of columns in the grid."
Dynamic Programming,Maximum difference of zeros and ones in binary string,"1. Problem Summary:
   The problem involves finding the maximum difference between the number of 0's and the number of 1's in any substring of a given binary string. The goal is to maximize the count of 0's and minimize the count of 1's in the substring.

2. Approach:
   Convert the problem into finding the maximum sum subarray by transforming each '0' in the string to +1 and each '1' to -1. This converts the task into a variant of the Kadane’s algorithm where the sum of values in the best subarray is maximized. Initialize two variables, `current_max` and `global_max`, to zero. Iterate through the array, updating `current_max` as the maximum of the current element or the sum of `current_max` and the current element. Update `global_max` with the maximum value of `current_max` and `global_max` after each iteration. Reset `current_max` to zero if it becomes negative.

3. Pseudo-code:
```cpp
#include <bits/stdc++.h>
using namespace std;

int maxDifference(string s) {
    int current_max = 0;
    int global_max = 0;
    for (char c : s) {
        int value = (c == '0') ? 1 : -1;
        current_max = max(value, current_max + value);
        if (current_max > global_max) {
            global_max = current_max;
        }
        if (current_max < 0) {
            current_max = 0;
        }
    }
    return global_max;
}
```

4. Time Complexity and Space Complexity:
   The time complexity is O(n) and the space complexity is O(1), where n is the length of the string."
Dynamic Programming,Minimum number of jumps to reach end,"1. Problem Summary: 
   The problem involves finding the minimum number of jumps required to reach the end of an array where each element represents the maximum jump length from that position. The goal is to start at the first element and reach the last element in the minimum number of jumps.

2. Approach: 
   Use a greedy algorithm to solve the problem efficiently. Start from the first element and maintain variables `maxReach` to store the maximum index that can be reached, `step` for the maximum steps you can still take, and `jump` to count the number of jumps. Iterate through the array, and for each element, update `maxReach` and decrement `step`. If `step` reaches zero before the end of the array, increment `jump` and reset `step` to the number of steps you can take from the current position (`maxReach - i`). Continue this until you reach or surpass the end of the array.

3. Pseudo-code:
```cpp
#include<bits/stdc++.h>
using namespace std;

int minJumps(vector<int>& arr) {
    int n = arr.size();
    if (n <= 1) return 0;
    if (arr[0] == 0) return -1;

    int maxReach = arr[0], step = arr[0], jump = 1;

    for (int i = 1; i < n; i++) {
        if (i == n - 1) return jump;

        maxReach = max(maxReach, i + arr[i]);
        step--;

        if (step == 0) {
            jump++;
            if (i >= maxReach) return -1;
            step = maxReach - i;
        }
    }
    return -1; // If end is never reached
}
```

4. Time Complexity and Space Complexity: 
   The time complexity is O(n) as each element is processed once, and the space complexity is O(1) since only a few variables are used."
Dynamic Programming,Minimum cost to fill given weight in a bag,"1. Problem Summary: The problem is to find the minimum cost to fill a bag of a given capacity with items of varying weights and costs. Each item can only be used once, and the goal is to exactly fill the bag or determine that it is not possible.

2. Approach: Use dynamic programming to solve this problem by creating a DP array where `dp[i]` represents the minimum cost to fill a bag of exact weight `i`. Initialize `dp[0]` to `0` (cost of filling a bag of weight 0) and all other `dp[i]` to a large number (indicating it's initially unachievable). For each item, iterate through the DP array from the total weight down to the item's weight, updating `dp[j]` as the minimum of its current value and `dp[j - weight of item] + cost of item`. This ensures that each item is only considered once and the bag is filled optimally.

3. Pseudo-code:
```cpp
#include<bits/stdc++.h>
using namespace std;

int minCostFillBag(vector<int>& weights, vector<int>& costs, int W) {
    int n = weights.size();
    vector<int> dp(W + 1, INT_MAX);
    dp[0] = 0;

    for (int i = 0; i < n; ++i) {
        for (int j = W; j >= weights[i]; --j) {
            if (dp[j - weights[i]] != INT_MAX) {
                dp[j] = min(dp[j], dp[j - weights[i]] + costs[i]);
            }
        }
    }

    return dp[W] == INT_MAX ? -1 : dp[W];
}
```

4. Time Complexity and Space Complexity: The time complexity is O(n*W), where n is the number of items and W is the total weight. The space complexity is O(W), due to the DP array used to store costs for weights up to W."
Dynamic Programming,Minimum removals from array to make max –min <= K,"1. Problem Summary: The problem involves finding the minimum number of elements to remove from an array such that the difference between the maximum and minimum remaining elements is less than or equal to a given threshold \( K \).

2. Approach: The optimal solution uses dynamic programming. First, sort the array to linearly check the difference between elements. Use a dynamic programming table `dp[i]` where `dp[i]` represents the minimum number of deletions required for the subarray from the start up to the \(i^{th}\) index. For each element in the sorted array, calculate the minimum deletions required by comparing it with all previous elements until the difference exceeds \( K \). If the difference between the \(i^{th}\) and \(j^{th}\) element is within \( K \), then `dp[i]` can potentially be updated to `dp[j] + (i - j - 1)` (removing elements between \(j\) and \(i\)). Initialize `dp[i]` with the maximum deletions assuming all previous elements are removed, and iteratively update it for the minimum possible deletions.

3. Pseudo-code:
```cpp
#include <bits/stdc++.h>
using namespace std;

int minRemovals(vector<int>& arr, int K) {
    int n = arr.size();
    vector<int> dp(n);
    sort(arr.begin(), arr.end());

    for (int i = 0; i < n; i++) {
        dp[i] = i; // max removals if we keep only arr[i]
        for (int j = 0; j < i; j++) {
            if (arr[i] - arr[j] <= K) {
                dp[i] = min(dp[i], dp[j] + (i - j - 1));
            }
        }
    }
    int min_removals = n - 1; // at least one element remains, remove n-1
    for (int i = 0; i < n; i++) {
        min_removals = min(min_removals, dp[i] + (n - i - 1));
    }
    return min_removals;
}
```

4. Time Complexity and Space Complexity: The time complexity is \( O(n^2) \) due to nested loops iterating over the array elements, and the space complexity is \( O(n) \) for storing the dynamic programming table."
Dynamic Programming,Longest Common Substring,"1. Problem Summary: The Longest Common Substring problem involves finding the longest substring that two strings have in common. The substring must be contiguous in both strings.

2. Approach: Use dynamic programming to construct a 2D table where `dp[i][j]` represents the length of the longest common substring ending at `s1[i-1]` and `s2[j-1]`. Initialize a matrix `dp` of size `(m+1) x (n+1)` to zero, where `m` and `n` are the lengths of the two strings. Iterate through each character of both strings; if characters match (`s1[i-1] == s2[j-1]`), set `dp[i][j]` to `dp[i-1][j-1] + 1`. Track the maximum value found in `dp` during these updates for the result. This approach builds the solution incrementally, leveraging previously computed results stored in the `dp` table, making it intuitive and easy to remember.

3. Pseudo-code:
```cpp
#include<bits/stdc++.h>
using namespace std;

int longestCommonSubstring(string s1, string s2) {
    int m = s1.length(), n = s2.length();
    vector<vector<int>> dp(m+1, vector<int>(n+1, 0));
    int maxLength = 0;

    for (int i = 1; i <= m; ++i) {
        for (int j = 1; j <= n; ++j) {
            if (s1[i-1] == s2[j-1]) {
                dp[i][j] = dp[i-1][j-1] + 1;
                maxLength = max(maxLength, dp[i][j]);
            } else {
                dp[i][j] = 0;
            }
        }
    }
    return maxLength;
}
```

4. Time Complexity and Space Complexity: The time complexity is O(m*n) and the space complexity is O(m*n), where m and n are the lengths of the two input strings."
Dynamic Programming,Count number of ways to reacha given score in a game,"1. Problem Summary: The problem is to count the number of ways to reach a specific score in a game where you can score only 3, 5, or 10 points at a time. For example, given a score ""n"", determine how many different combinations of scoring 3, 5, and 10 points can sum up to exactly ""n"".

2. Approach: The problem can be approached using dynamic programming by building a solution for all scores from 0 up to n. For each score `i`, the number of ways to achieve it can be computed by considering the sum of ways to achieve `i-3`, `i-5`, and `i-10`, provided these indices are non-negative. This works because each score can be reached by either adding 3, 5, or 10 to a previously reachable score. Initializing the base case where reaching a score of 0 has exactly one way (by scoring nothing), the solution builds up from there.

3. Pseudo-code:
```cpp
#include<bits/stdc++.h>
using namespace std;

int countWaysToScore(int n) {
    vector<int> dp(n + 1, 0);
    dp[0] = 1; // Base case: one way to score 0 points

    for (int i = 1; i <= n; i++) {
        if (i - 3 >= 0) dp[i] += dp[i - 3];
        if (i - 5 >= 0) dp[i] += dp[i - 5];
        if (i - 10 >= 0) dp[i] += dp[i - 10];
    }

    return dp[n];
}
```

4. Time Complexity and Space Complexity: The time complexity is O(n) and the space complexity is also O(n), where n is the target score."
Dynamic Programming,Count Balanced Binary Trees of Height h,"1. Problem Summary: The task is to count the number of distinct balanced binary trees of height ""h"". A balanced binary tree is defined such that for any node, the height difference between the left subtree and right subtree is at most 1.

2. Approach: The solution uses dynamic programming to build up the count from smaller subproblems. We define `dp[h]` as the number of balanced binary trees with height `h`. The base cases are `dp[0] = 1` (a tree with height 0 has only one node, the root) and `dp[1] = 1` (the root can have either two children or none, both subtrees being of height 0). For `h > 1`, each tree of height `h` can be constructed by taking a root node and attaching two smaller trees of heights `h-1` and `h-2` as its left and right children. Thus, the recurrence relation is `dp[h] = dp[h-1]*dp[h-1] + 2*dp[h-1]*dp[h-2]`, where the first term accounts for the cases where both subtrees are of height `h-1`, and the second term accounts for the cases where one subtree is of height `h-1` and the other is of height `h-2`.

3. Pseudo-code:
```cpp
#include<bits/stdc++.h>
using namespace std;

int countBalancedBinaryTrees(int h) {
    if (h == 0 || h == 1) return 1;
    vector<long long> dp(h + 1, 0);
    dp[0] = 1;
    dp[1] = 1;
    for (int i = 2; i <= h; i++) {
        dp[i] = (dp[i-1] * dp[i-1] + 2 * dp[i-1] * dp[i-2]) % 1000000007;
    }
    return dp[h];
}
```

4. Time Complexity and Space Complexity: The time complexity is O(h) since we compute the number of trees for each height up to `h` once, and the space complexity is O(h) due to the storage of results in the dp array."
Dynamic Programming,LargestSum Contiguous Subarray [V>V>V>V IMP ],"1. Problem Summary: The problem is to find the maximum sum of a contiguous subarray within a one-dimensional array of numbers. This classic problem is known as Kadane's Algorithm in computer science.

2. Approach: The optimal solution uses dynamic programming to solve this in linear time. Start by initializing two variables, `max_current` and `max_global`, to the first element of the array. As you iterate through the array, update `max_current` to be the maximum of the current element and the sum of `max_current` and the current element. This decision checks if it's better to start a new subarray at the current element or to continue the current subarray. Update `max_global` whenever `max_current` exceeds `max_global`. This approach leverages the idea of locally optimal choices (current element vs. extending the current subarray) to find the globally optimal solution (maximum sum subarray).

3. Pseudo-code:
```cpp
#include <bits/stdc++.h>
using namespace std;

int largestSumContiguousSubarray(vector<int>& nums) {
    if (nums.empty()) return 0;
    int max_current = nums[0], max_global = nums[0];
    for (int i = 1; i < nums.size(); i++) {
        max_current = max(nums[i], max_current + nums[i]);
        if (max_current > max_global) {
            max_global = max_current;
        }
    }
    return max_global;
}
```

4. Time Complexity and Space Complexity: The time complexity is O(n) where n is the number of elements in the array, and the space complexity is O(1)."
Dynamic Programming,Smallest sum contiguous subarray,"1. Problem Summary: The problem is to find the smallest sum of any contiguous subarray within a given array of integers. This is a variation of the classic maximum subarray problem, focusing instead on the minimum sum.

2. Approach: The optimal approach to solve this problem uses a variation of Kadane's algorithm, which is typically used to find the maximum sum subarray. Instead, modify it to track the minimum sum. Initialize two variables, `current_min` and `global_min`, to the first element of the array. Iterate through the array starting from the second element. For each element, update `current_min` to be the minimum of the current element and the sum of `current_min` with the current element. This ensures that `current_min` always holds the minimum sum ending at the current index. Update `global_min` whenever a new minimum `current_min` is found. This approach effectively captures the smallest sum of any contiguous subarray by dynamically adjusting to the minimum path as the iteration progresses.

3. Pseudo-code:
```cpp
#include <bits/stdc++.h>
using namespace std;

int smallestSumSubarray(vector<int>& nums) {
    int n = nums.size();
    int current_min = nums[0];
    int global_min = nums[0];
    
    for (int i = 1; i < n; i++) {
        current_min = min(nums[i], current_min + nums[i]);
        global_min = min(global_min, current_min);
    }
    
    return global_min;
}
```

4. Time Complexity and Space Complexity: The time complexity is O(n) where n is the length of the array, as it processes each element exactly once. The space complexity is O(1), using only a constant amount of extra space."
Dynamic Programming,Unbounded Knapsack (Repetition of items allowed),"1. Problem Summary: The Unbounded Knapsack problem involves finding the maximum value that can be obtained from a knapsack with a given capacity when each type of item can be used unlimited times. Each item has a weight and a value.

2. Approach: The dynamic programming approach for the Unbounded Knapsack problem uses a 1D array `dp` where `dp[j]` represents the maximum value that can be achieved with a knapsack capacity of `j`. Initialize `dp[0]` to 0 because a knapsack with zero capacity can hold no items. Iterate over each capacity from 1 to the maximum capacity. For each capacity, iterate through each item, and if the item can fit (item's weight is less than or equal to the current capacity), update `dp[j]` by considering the maximum of not taking the item or taking the item and adding its value plus the value of the remaining capacity (`dp[j - item.weight]`). This approach ensures that each capacity considers all items and the best possible combination of items to maximize value.

3. Pseudo-code:
```cpp
#include <bits/stdc++.h>
using namespace std;

int unboundedKnapsack(int W, vector<int>& wt, vector<int>& val, int n) {
    vector<int> dp(W + 1, 0);
    for (int i = 1; i <= W; i++) {
        for (int j = 0; j < n; j++) {
            if (wt[j] <= i) {
                dp[i] = max(dp[i], dp[i - wt[j]] + val[j]);
            }
        }
    }
    return dp[W];
}
```

4. Time Complexity and Space Complexity: The time complexity is O(n*W), where n is the number of items and W is the total capacity of the knapsack. The space complexity is O(W), due to the storage of the dp array."
Dynamic Programming,Word Break Problem,"1. Problem Summary: The Word Break Problem involves determining if a given string can be segmented into a sequence of one or more dictionary words. The dictionary is provided as a set of words.

2. Approach: The optimal solution uses dynamic programming. We define a boolean array `dp` where `dp[i]` indicates whether the substring `s[0...i-1]` can be segmented into dictionary words. We initialize `dp[0]` to `true` since an empty string can trivially be segmented. For each position `i` from 1 to the length of the string, we check every possible substring ending at `i` to see if it can form a word found in the dictionary. If any such substring from `j` to `i` is in the dictionary and `dp[j]` is `true`, then we set `dp[i]` to `true`. This approach builds the solution by using previously computed results, thus avoiding redundant calculations.

3. Pseudo-code:
```cpp
#include <bits/stdc++.h>
using namespace std;

bool wordBreak(string s, vector<string>& wordDict) {
    unordered_set<string> dict(wordDict.begin(), wordDict.end());
    vector<bool> dp(s.size() + 1, false);
    dp[0] = true;

    for (int i = 1; i <= s.size(); ++i) {
        for (int j = 0; j < i; ++j) {
            if (dp[j] && dict.find(s.substr(j, i - j)) != dict.end()) {
                dp[i] = true;
                break;
            }
        }
    }
    return dp[s.size()];
}
```

4. Time Complexity and Space Complexity: The time complexity is O(n^2 * k), where n is the length of the string and k is the average length of words in the dictionary, due to substring creation and checking. The space complexity is O(n) due to the `dp` array."
Dynamic Programming,Largest Independent Set Problem,"1. Problem Summary: The Largest Independent Set Problem involves finding the maximum-sized set of nodes in a tree such that no two nodes in the set are adjacent. This is a classic problem in graph theory and dynamic programming.

2. Approach: The solution uses a recursive dynamic programming approach where each node has two possibilities: either it is included in the independent set or it is not. If a node is included, its children cannot be included. If it is not included, the result for this node is the sum of the results for its children. We use a memoization table to store results for each node to avoid recalculating them. The recursive function computes the maximum size of the independent set for each subtree rooted at a given node, considering both including and not including the node itself.

3. Pseudo-code:
```cpp
#include <bits/stdc++.h>
using namespace std;

struct Node {
    int data;
    vector<Node*> children;
};

unordered_map<Node*, int> memo;

int LISS(Node* node) {
    if (node == nullptr) return 0;
    if (memo.find(node) != memo.end()) return memo[node];

    int incl = 1; // Include this node
    for (auto child : node->children) {
        for (auto grandChild : child->children) {
            incl += LISS(grandChild);
        }
    }

    int excl = 0; // Exclude this node
    for (auto child : node->children) {
        excl += LISS(child);
    }

    memo[node] = max(incl, excl);
    return memo[node];
}

int main() {
    // Example usage
    Node* root = new Node();
    // Build the tree
    cout << ""Largest Independent Set Size: "" << LISS(root) << endl;
    return 0;
}
```

4. Time Complexity and Space Complexity: The time complexity is O(n) where n is the number of nodes, as each node is processed once due to memoization. The space complexity is also O(n) due to the storage required for the memoization table and the recursion stack."
Dynamic Programming,Partition problem,"1. Problem Summary:  
The Partition problem is a classic problem in computer science that involves determining whether a given set of integers can be partitioned into two subsets such that the sums of the numbers in each subset are equal. This problem is a particular case of the subset sum problem and is NP-complete.

2. Approach:  
The dynamic programming approach to solve the partition problem involves creating a boolean table where each entry `dp[i][j]` indicates whether there is a subset of the first `i` elements that can sum up to `j`. Start by checking if the total sum of the array is even; if not, partitioning into two equal subsets is impossible. Initialize the first column of the DP table to `true`, as zero sum can always be made with any subset by including no elements. The first row, except for `dp[0][0]`, should be `false` since no sum other than zero can be made with zero elements. For each element in the array, decide whether to include it in the subset or not based on previous computations.

3. Pseudo-code:
```cpp
#include<bits/stdc++.h>
using namespace std;

bool canPartition(vector<int>& nums) {
    int totalSum = accumulate(nums.begin(), nums.end(), 0);
    if (totalSum % 2 != 0) return false;  // Odd sum cannot be split into two equal parts
    int subsetSum = totalSum / 2;
    int n = nums.size();
    vector<vector<bool>> dp(n + 1, vector<bool>(subsetSum + 1, false));
    for (int i = 0; i <= n; i++)
        dp[i][0] = true;  // Zero sum is possible with any subset by taking none
    for (int i = 1; i <= n; i++) {
        for (int j = 1; j <= subsetSum; j++) {
            if (nums[i - 1] <= j)
                dp[i][j] = dp[i - 1][j] || dp[i - 1][j - nums[i - 1]];
            else
                dp[i][j] = dp[i - 1][j];
        }
    }
    return dp[n][subsetSum];
}
```

4. Time Complexity and Space Complexity:  
The time complexity is O(n*sum) and the space complexity is O(n*sum), where n is the number of elements in the input set and sum is the total sum of all elements divided by 2."
Dynamic Programming,Longest Palindromic Subsequence,"1. Problem Summary: The Longest Palindromic Subsequence (LPS) problem involves finding the length of the longest subsequence of a given string that is also a palindrome. A subsequence is a sequence derived from another sequence by deleting some or no elements without changing the order of the remaining elements.

2. Approach: The LPS problem can be approached using dynamic programming. We define a 2D array `dp` where `dp[i][j]` represents the length of the longest palindromic subsequence in the substring from index `i` to `j`. If the characters at index `i` and `j` are the same, then `dp[i][j] = dp[i+1][j-1] + 2`. If they are different, then `dp[i][j] = max(dp[i+1][j], dp[i][j-1])`. The base cases are when `i` is equal to `j`, where `dp[i][j] = 1` since a single character is a palindrome by itself. The final answer is `dp[0][n-1]`, where `n` is the length of the string.

3. Pseudo-code:
```cpp
#include<bits/stdc++.h>
using namespace std;

int longestPalindromicSubsequence(string s) {
    int n = s.size();
    vector<vector<int>> dp(n, vector<int>(n, 0));

    // Base case: single characters are palindromes of length 1
    for (int i = 0; i < n; i++) {
        dp[i][i] = 1;
    }

    // Build the dp table
    for (int cl = 2; cl <= n; cl++) { // cl is the length of the current substring
        for (int i = 0; i < n - cl + 1; i++) {
            int j = i + cl - 1;
            if (s[i] == s[j] && cl == 2) {
                dp[i][j] = 2;
            } else if (s[i] == s[j]) {
                dp[i][j] = dp[i + 1][j - 1] + 2;
            } else {
                dp[i][j] = max(dp[i + 1][j], dp[i][j - 1]);
            }
        }
    }
    return dp[0][n-1];
}
```

4. Time Complexity and Space Complexity: The time complexity is O(n^2), where n is the length of the string, due to the nested loops iterating through the string. The space complexity is also O(n^2) because of the 2D dp array used to store subproblem results."
